Day,Rain (inches),Estimated,Snow,Warning
02/20/2012,0.10,,,
02/21/2012,0.51,,,
02/22/2012,0.36,,,
02/23/2012,0.00,,,
02/24/2012,0.33,,,
02/25/2012,0.14,,,
02/26/2012,0.04,,,
02/27/2012,0.00,,,
02/28/2012,0.07,,,
02/29/2012,0.46,,,
03/01/2012,0.07,,,
03/02/2012,0.00,,,
03/03/2012,0.00,,,
03/04/2012,0.00,,,
03/05/2012,0.54,,,
03/06/2012,0.00,,,
03/07/2012,0.00,,,
03/08/2012,0.00,,,
03/09/2012,0.00,,,
03/10/2012,0.38,,,
03/11/2012,0.41,,,
03/12/2012,0.71,,,
03/13/2012,0.34,,,
03/14/2012,0.37,,,
03/15/2012,0.80,,,
03/16/2012,0.29,,,
03/17/2012,0.42,,,
03/18/2012,0.04,,,
03/19/2012,0.04,,,
03/20/2012,0.27,,,
03/21/2012,0.13,,,
03/22/2012,0.16,,,
03/23/2012,0.00,,,
03/24/2012,0.00,,,
03/25/2012,0.06,,,
03/26/2012,0.00,,,
03/27/2012,0.15,,,
03/28/2012,0.12,,,
03/29/2012,1.64,,,
03/30/2012,0.20,,,
03/31/2012,0.72,,,
04/01/2012,0.14,,,
04/02/2012,0.00,,,
04/03/2012,0.28,,,
04/04/2012,0.06,,,
04/05/2012,0.24,,,
04/06/2012,0.00,,,
04/07/2012,0.01,,,
04/08/2012,0.00,,,
04/09/2012,0.00,,,
04/10/2012,0.02,,,
04/11/2012,0.31,,,
04/12/2012,0.04,,,
04/13/2012,0.00,,,
04/14/2012,0.00,,,
04/15/2012,0.03,,,
04/16/2012,0.43,,,
04/17/2012,0.16,,,
04/18/2012,0.11,,,
04/19/2012,0.87,,,
04/20/2012,0.27,,,
04/21/2012,0.00,,,
04/22/2012,0.00,,,
04/23/2012,0.00,,,
04/24/2012,0.00,,,
04/25/2012,0.68,,,
04/26/2012,0.31,,,
04/27/2012,0.06,,,
04/28/2012,0.00,,,
04/29/2012,0.16,,,
04/30/2012,0.33,,,
05/01/2012,0.19,,,
05/02/2012,0.01,,,
05/03/2012,0.95,,,
05/04/2012,0.03,,,
05/05/2012,0.08,,,
05/06/2012,0.00,,,
05/07/2012,0.00,,,
05/08/2012,0.00,,,
05/09/2012,0.00,,,
05/10/2012,0.00,,,
05/11/2012,0.00,,,
05/12/2012,0.00,,,
05/13/2012,0.00,,,
05/14/2012,0.00,,,
05/15/2012,0.00,,,
05/16/2012,0.00,,,
05/17/2012,0.00,,,
05/18/2012,0.00,,,
05/19/2012,0.00,,,
05/20/2012,0.20,,,
05/21/2012,0.59,,,
05/22/2012,0.34,,,
05/23/2012,0.10,,,
05/24/2012,0.05,,,
05/25/2012,0.00,,,
05/26/2012,0.00,,,
05/27/2012,0.00,,,
05/28/2012,0.01,,,
05/29/2012,0.00,,,
05/30/2012,0.00,,,
05/31/2012,0.37,,,
06/01/2012,0.18,,,
06/02/2012,0.01,,,
06/03/2012,0.00,,,
06/04/2012,0.16,,,
06/05/2012,0.12,,,
06/06/2012,0.00,,,
06/07/2012,0.61,,,
06/08/2012,0.61,,,
06/09/2012,0.00,,,
06/10/2012,0.00,,,
06/11/2012,0.00,,,
06/12/2012,0.02,,,
06/13/2012,0.00,,,
06/14/2012,0.00,,,
06/15/2012,0.00,,,
06/16/2012,0.00,,,
06/17/2012,0.00,,,
06/18/2012,0.07,,,
06/19/2012,0.00,,,
06/20/2012,0.00,,,
06/21/2012,0.00,,,
06/22/2012,0.25,,,
06/23/2012,0.66,,,
06/24/2012,0.98,,,
06/25/2012,0.01,,,
06/26/2012,0.00,,,
06/27/2012,0.00,,,
06/28/2012,0.01,,,
06/29/2012,0.00,,,
06/30/2012,0.28,,,
07/01/2012,0.00,,,
07/02/2012,0.10,,,
07/03/2012,0.11,,,
07/04/2012,0.00,,,
07/05/2012,0.00,,,
07/06/2012,0.00,,,
07/07/2012,0.00,,,
07/08/2012,0.00,,,
07/09/2012,0.00,,,
07/10/2012,0.00,,,
07/11/2012,0.00,,,
07/12/2012,0.00,,,
07/13/2012,0.77,,,
07/14/2012,0.00,,,
07/15/2012,0.05,,,
07/16/2012,0.04,,,
07/17/2012,0.00,,,
07/18/2012,0.00,,,
07/19/2012,0.24,,,
07/20/2012,0.30,,,
07/21/2012,0.00,,,
07/22/2012,0.01,,,
07/23/2012,0.00,,,
07/24/2012,0.00,,,
07/25/2012,0.00,,,
07/26/2012,0.00,,,
07/27/2012,0.00,,,
07/28/2012,0.00,,,
07/29/2012,0.00,,,
07/30/2012,0.00,,,
07/31/2012,0.00,,,
08/01/2012,0.00,,,
08/02/2012,0.00,,,
08/03/2012,0.00,,,
08/04/2012,0.00,,,
08/05/2012,0.00,,,
08/06/2012,0.00,,,
08/07/2012,0.00,,,
08/08/2012,0.00,,,
08/09/2012,0.00,,,
08/10/2012,0.00,,,
08/11/2012,0.00,,,
08/12/2012,0.00,,,
08/13/2012,0.00,,,
08/14/2012,0.00,,,
08/15/2012,0.00,,,
08/16/2012,0.00,,,
08/17/2012,0.00,,,
08/18/2012,0.00,,,
08/19/2012,0.00,,,
08/20/2012,0.00,,,
08/21/2012,0.00,,,
08/22/2012,0.00,,,
08/23/2012,0.00,,,
08/24/2012,0.00,,,
08/25/2012,0.00,,,
08/26/2012,0.00,,,
08/27/2012,0.01,,,
08/28/2012,0.00,,,
08/29/2012,0.00,,,
08/30/2012,0.00,,,
08/31/2012,0.00,,,
09/01/2012,0.00,,,
09/02/2012,0.00,,,
09/03/2012,0.00,,,
09/04/2012,0.00,,,
09/05/2012,0.00,,,
09/06/2012,0.00,,,
09/07/2012,0.00,,,
09/08/2012,0.00,,,
09/09/2012,0.00,,,
09/10/2012,0.03,,,
09/11/2012,0.00,,,
09/12/2012,0.00,,,
09/13/2012,0.00,,,
09/14/2012,0.00,,,
09/15/2012,0.00,,,
09/16/2012,0.00,,,
09/17/2012,0.00,,,
09/18/2012,0.00,,,
09/19/2012,0.00,,,
09/20/2012,0.00,,,
09/21/2012,0.00,,,
09/22/2012,0.00,,,
09/23/2012,0.00,,,
09/24/2012,0.00,,,
09/25/2012,0.00,,,
09/26/2012,0.01,,,
09/27/2012,0.00,,,
09/28/2012,0.00,,,
09/29/2012,0.00,,,
09/30/2012,0.00,,,
