Day,Rain (inches),Estimated,Snow,Warning
03/09/2013,0.00,,,
03/10/2013,0.06,,,
03/11/2013,0.18,,,
03/12/2013,0.09,,,
03/13/2013,0.16,,,
03/14/2013,0.06,,,
03/15/2013,0.02,,,
03/16/2013,0.33,,,
03/17/2013,0.00,,,
03/18/2013,0.04,,,
03/19/2013,0.41,,,
03/20/2013,0.89,,,
03/21/2013,0.14,,,
03/22/2013,0.00,,,
03/23/2013,0.00,,,
03/24/2013,0.00,,,
03/25/2013,0.00,,,
03/26/2013,0.00,,,
03/27/2013,0.00,,,
03/28/2013,0.21,,,
03/29/2013,0.00,,,
03/30/2013,0.00,,,
03/31/2013,0.00,,,
04/01/2013,0.00,,,
04/02/2013,0.00,,,
04/03/2013,0.00,,,
04/04/2013,0.29,,,
04/05/2013,1.24,,,
04/06/2013,0.63,,,
04/07/2013,0.94,,,
04/08/2013,0.00,,,
04/09/2013,0.00,,,
04/10/2013,0.34,,,
04/11/2013,0.00,,,
04/12/2013,0.21,,,
04/13/2013,0.48,,,
04/14/2013,0.14,,,
04/15/2013,0.05,,,
04/16/2013,0.00,,,
04/17/2013,0.00,,,
04/18/2013,0.03,,,
04/19/2013,0.29,,,
04/20/2013,0.00,,,
04/21/2013,0.07,,,
04/22/2013,0.01,,,
04/23/2013,0.00,,,
04/24/2013,0.00,,,
04/25/2013,0.00,,,
04/26/2013,0.00,,,
04/27/2013,0.01,,,
04/28/2013,0.21,,,
04/29/2013,0.01,,,
04/30/2013,0.00,,,
05/01/2013,0.00,,,
05/02/2013,0.00,,,
05/03/2013,0.00,,,
05/04/2013,0.00,,,
05/05/2013,0.00,,,
05/06/2013,0.00,,,
05/07/2013,0.00,,,
05/08/2013,0.00,,,
05/09/2013,0.00,,,
05/10/2013,0.00,,,
05/11/2013,0.00,,,
05/12/2013,0.02,,,
05/13/2013,0.26,,,
05/14/2013,0.00,,,
05/15/2013,0.05,,,
05/16/2013,0.19,,,
05/17/2013,0.11,,,
05/18/2013,0.05,,,
05/19/2013,0.00,,,
05/20/2013,0.10,,,
05/21/2013,0.47,,,
05/22/2013,0.34,,,
05/23/2013,0.37,,,
05/24/2013,0.20,,,
05/25/2013,0.00,,,
05/26/2013,0.44,,,
05/27/2013,0.41,,,
05/28/2013,0.01,,,
05/29/2013,0.44,,,
05/30/2013,0.06,,,
05/31/2013,0.00,,,
06/01/2013,0.00,,,
06/02/2013,0.00,,,
06/03/2013,0.00,,,
06/04/2013,0.00,,,
06/05/2013,0.00,,,
06/06/2013,0.00,,,
06/07/2013,0.00,,,
06/08/2013,0.00,,,
06/09/2013,0.00,,,
06/10/2013,0.00,,,
06/11/2013,0.03,,,
06/12/2013,0.05,,,
06/13/2013,0.05,,,
06/14/2013,0.00,,,
06/15/2013,0.00,,,
06/16/2013,0.00,,,
06/17/2013,0.07,,,
06/18/2013,0.00,,,
06/19/2013,0.00,,,
06/20/2013,0.04,,,
06/21/2013,0.00,,,
06/22/2013,0.00,,,
06/23/2013,0.39,,,
06/24/2013,0.35,,,
06/25/2013,0.16,,,
06/26/2013,0.05,,,
06/27/2013,0.39,,,
06/28/2013,0.00,,,
06/29/2013,0.00,,,
06/30/2013,0.00,,,
07/01/2013,0.00,,,
07/02/2013,0.00,,,
07/03/2013,0.00,,,
07/04/2013,0.00,,,
07/05/2013,0.00,,,
07/06/2013,0.00,,,
07/07/2013,0.00,,,
07/08/2013,0.00,,,
07/09/2013,0.00,,,
07/10/2013,0.00,,,
07/11/2013,0.00,,,
07/12/2013,0.00,,,
07/13/2013,0.00,,,
07/14/2013,0.00,,,
07/15/2013,0.00,,,
07/16/2013,0.00,,,
07/17/2013,0.00,,,
07/18/2013,0.00,,,
07/19/2013,0.00,,,
07/20/2013,0.00,,,
07/21/2013,0.00,,,
07/22/2013,0.00,,,
07/23/2013,0.00,,,
07/24/2013,0.00,,,
07/25/2013,0.00,,,
07/26/2013,0.00,,,
07/27/2013,0.00,,,
07/28/2013,0.00,,,
07/29/2013,0.00,,,
07/30/2013,0.00,,,
07/31/2013,0.00,,,
08/01/2013,0.00,,,
08/02/2013,0.03,,,
08/03/2013,0.00,,,
08/04/2013,0.00,,,
08/05/2013,0.00,,,
08/06/2013,0.00,,,
08/07/2013,0.00,,,
08/08/2013,0.00,,,
08/09/2013,0.05,,,
08/10/2013,0.03,,,
08/11/2013,0.00,,,
08/12/2013,0.00,,,
08/13/2013,0.00,,,
08/14/2013,0.11,,,
08/15/2013,0.16,,,
08/16/2013,0.00,,,
08/17/2013,0.00,,,
08/18/2013,0.00,,,
08/19/2013,0.00,,,
08/20/2013,0.00,,,
08/21/2013,0.00,,,
08/22/2013,0.00,,,
08/23/2013,0.00,,,
08/24/2013,0.00,,,
08/25/2013,0.00,,,
08/26/2013,0.05,,,
08/27/2013,0.00,,,
08/28/2013,0.17,,,
08/29/2013,0.34,,,
08/30/2013,0.00,,,
08/31/2013,0.00,,,
09/01/2013,0.00,,,
09/02/2013,0.00,,,
09/03/2013,0.62,,,
09/04/2013,0.01,,,
09/05/2013,1.62,,,
09/06/2013,0.90,,,
09/07/2013,0.00,,,
09/08/2013,0.00,,,
09/09/2013,0.00,,,
09/10/2013,0.00,,,
09/11/2013,0.00,,,
09/12/2013,0.00,,,
09/13/2013,0.00,,,
09/14/2013,0.00,,,
09/15/2013,0.03,,,
09/16/2013,0.01,,,
09/17/2013,0.34,,,
09/18/2013,0.00,,,
09/19/2013,0.00,,,
09/20/2013,0.11,,,
09/21/2013,0.00,,,
09/22/2013,1.41,,,
09/23/2013,0.24,,,
09/24/2013,0.20,,,
09/25/2013,0.11,,,
09/26/2013,0.00,,,
09/27/2013,0.05,,,
09/28/2013,2.67,,,
09/29/2013,0.76,,,
09/30/2013,1.60,,,
