Day,Rain (inches),Estimated,Snow,Warning
01/23/2016,0.75,,,
01/24/2016,0.01,,,
01/25/2016,0.00,,,
01/26/2016,0.03,,,
01/27/2016,0.49,,,
01/28/2016,0.91,,,
01/29/2016,0.36,,,
01/30/2016,0.10,,,
01/31/2016,0.07,,,
02/01/2016,0.04,,,
02/02/2016,0.02,,,
02/03/2016,0.30,,,
02/04/2016,0.33,,,
02/05/2016,0.15,,,
02/06/2016,0.20,,,
02/07/2016,0.00,,,
02/08/2016,0.00,,,
02/09/2016,0.00,,,
02/10/2016,0.02,,,
02/11/2016,0.43,,,
02/12/2016,0.58,,,
02/13/2016,0.64,,,
02/14/2016,0.38,,,
02/15/2016,0.11,,,
02/16/2016,0.08,,,
02/17/2016,0.36,,,
02/18/2016,0.14,,,
02/19/2016,0.28,,,
02/20/2016,0.09,,,
02/21/2016,0.21,,,
02/22/2016,0.17,,,
02/23/2016,0.00,,,
02/24/2016,0.00,,,
02/25/2016,0.00,,,
02/26/2016,0.31,,,
02/27/2016,0.17,,,
02/28/2016,0.57,,,
02/29/2016,0.19,,,
03/01/2016,1.44,,,
03/02/2016,0.26,,,
03/03/2016,0.15,,,
03/04/2016,0.15,,,
03/05/2016,0.16,,,
03/06/2016,0.39,,,
03/07/2016,0.50,,,
03/08/2016,0.02,,,
03/09/2016,0.92,,,
03/10/2016,0.28,,,
03/11/2016,0.22,,,
03/12/2016,0.34,,,
03/13/2016,0.52,,,
03/14/2016,0.96,,,
03/15/2016,0.02,,,
03/16/2016,0.00,,,
03/17/2016,0.00,,,
03/18/2016,0.00,,,
03/19/2016,0.01,,,
03/20/2016,0.23,,,
03/21/2016,0.36,,,
03/22/2016,0.05,,,
03/23/2016,0.18,,,
03/24/2016,0.20,,,
03/25/2016,0.01,,,
03/26/2016,0.14,,,
03/27/2016,0.03,,,
03/28/2016,0.00,,,
03/29/2016,0.00,,,
03/30/2016,0.00,,,
03/31/2016,0.00,,,
04/01/2016,0.00,,,
04/02/2016,0.00,,,
04/03/2016,0.21,,,
04/04/2016,0.08,,,
04/05/2016,0.01,,,
04/06/2016,0.00,,,
04/07/2016,0.00,,,
04/08/2016,0.00,,,
04/09/2016,0.00,,,
04/10/2016,0.00,,,
04/11/2016,0.00,,,
04/12/2016,0.46,,,
04/13/2016,0.35,,,
04/14/2016,0.10,,,
04/15/2016,0.00,,,
04/16/2016,0.00,,,
04/17/2016,0.00,,,
04/18/2016,0.00,,,
04/19/2016,0.00,,,
04/20/2016,0.00,,,
04/21/2016,0.00,,,
04/22/2016,0.24,,,
04/23/2016,0.16,,,
04/24/2016,0.13,,,
04/25/2016,0.00,,,
04/26/2016,0.00,,,
04/27/2016,0.00,,,
04/28/2016,0.00,,,
04/29/2016,0.00,,,
04/30/2016,0.00,,,
05/01/2016,0.00,,,
05/02/2016,0.00,,,
05/03/2016,0.00,,,
05/04/2016,0.00,,,
05/05/2016,0.00,,,
05/06/2016,0.00,,,
05/07/2016,0.00,,,
05/08/2016,0.00,,,
05/09/2016,0.00,,,
05/10/2016,0.00,,,
05/11/2016,0.00,,,
05/12/2016,0.00,,,
05/13/2016,0.00,,,
05/14/2016,0.01,,,
05/15/2016,0.01,,,
05/16/2016,0.00,,,
05/17/2016,0.00,,,
05/18/2016,0.00,,,
05/19/2016,0.00,,,
05/20/2016,0.00,,,
05/21/2016,0.10,,,
05/22/2016,0.11,,,
05/23/2016,0.00,,,
05/24/2016,0.00,,,
05/25/2016,0.00,,,
05/26/2016,0.00,,,
05/27/2016,0.00,,,
05/28/2016,0.03,,,
05/29/2016,0.00,,,
05/30/2016,0.00,,,
05/31/2016,0.00,,,
06/01/2016,0.09,,,
06/02/2016,0.16,,,
06/03/2016,0.00,,,
06/04/2016,0.00,,,
06/05/2016,0.00,,,
06/06/2016,0.00,,,
06/07/2016,0.00,,,
06/08/2016,0.00,,,
06/09/2016,0.24,,,
06/10/2016,0.15,,,
06/11/2016,0.00,,,
06/12/2016,0.00,,,
06/13/2016,0.06,,,
06/14/2016,0.59,,,
06/15/2016,0.01,,,
06/16/2016,0.00,,,
06/17/2016,0.09,,,
06/18/2016,0.01,,,
06/19/2016,0.00,,,
06/20/2016,0.01,,,
06/21/2016,0.00,,,
06/22/2016,0.02,,,
06/23/2016,0.32,,,
06/24/2016,0.04,,,
06/25/2016,0.00,,,
06/26/2016,0.00,,,
06/27/2016,0.00,,,
06/28/2016,0.00,,,
06/29/2016,0.00,,,
06/30/2016,0.00,,,
07/01/2016,0.00,,,
07/02/2016,0.00,,,
07/03/2016,0.00,,,
07/04/2016,0.00,,,
07/05/2016,0.00,,,
07/06/2016,0.00,,,
07/07/2016,0.18,,,
07/08/2016,0.14,,,
07/09/2016,0.04,,,
07/10/2016,0.01,,,
07/11/2016,0.00,,,
07/12/2016,0.00,,,
07/13/2016,0.00,,,
07/14/2016,0.00,,,
07/15/2016,0.00,,,
07/16/2016,0.00,,,
07/17/2016,0.00,,,
07/18/2016,0.00,,,
07/19/2016,0.00,,,
07/20/2016,0.00,,,
07/21/2016,0.00,,,
07/22/2016,0.04,,,
07/23/2016,0.00,,,
07/24/2016,0.00,,,
07/25/2016,0.00,,,
07/26/2016,0.00,,,
07/27/2016,0.00,,,
07/28/2016,0.00,,,
07/29/2016,0.00,,,
07/30/2016,0.00,,,
07/31/2016,0.00,,,
08/01/2016,0.00,,,
08/02/2016,0.00,,,
08/03/2016,0.00,,,
08/04/2016,0.00,,,
08/05/2016,0.00,,,
08/06/2016,0.00,,,
08/07/2016,0.31,,,
08/08/2016,0.00,,,
08/09/2016,0.00,,,
08/10/2016,0.00,,,
08/11/2016,0.00,,,
08/12/2016,0.00,,,
08/13/2016,0.00,,,
08/14/2016,0.00,,,
08/15/2016,0.00,,,
08/16/2016,0.00,,,
08/17/2016,0.00,,,
08/18/2016,0.00,,,
08/19/2016,0.00,,,
08/20/2016,0.00,,,
08/21/2016,0.00,,,
08/22/2016,0.00,,,
08/23/2016,0.00,,,
08/24/2016,0.00,,,
08/25/2016,0.00,,,
08/26/2016,0.00,,,
08/27/2016,0.00,,,
08/28/2016,0.00,,,
08/29/2016,0.00,,,
08/30/2016,0.00,,,
08/31/2016,0.24,,,
09/01/2016,0.16,,,
09/02/2016,0.02,,,
09/03/2016,0.00,,,
09/04/2016,0.00,,,
09/05/2016,0.07,,,
09/06/2016,0.45,,,
09/07/2016,0.00,,,
09/08/2016,0.00,,,
09/09/2016,0.00,,,
09/10/2016,0.00,,,
09/11/2016,0.00,,,
09/12/2016,0.00,,,
09/13/2016,0.00,,,
09/14/2016,0.00,,,
09/15/2016,0.00,,,
09/16/2016,0.00,,,
09/17/2016,0.51,,,
09/18/2016,0.00,,,
09/19/2016,0.53,,,
09/20/2016,0.00,,,
09/21/2016,0.00,,,
09/22/2016,0.00,,,
09/23/2016,0.00,,,
09/24/2016,0.00,,,
09/25/2016,0.00,,,
09/26/2016,0.00,,,
09/27/2016,0.04,,,
09/28/2016,0.00,,,
09/29/2016,0.00,,,
09/30/2016,0.00,,,
